code,description,start_date,end_date,type,parent_code,level,category,notes
21424,CC - BOA - CORP 4834-2335,2024-01-01,,D,20000,2,Liability,"{
  ""subcategory"": ""Liability - General"",
  ""normal_balance"": ""Credit"",
  ""cash_flow_classification"": ""Operating Activities"",
  ""cost_center"": ""CC-0000"",
  ""gaap_classification"": ""US-GAAP Liability"",
  ""detailed_description"": ""CC - BOA - CORP 4834-2335 - This account is used to record Subcard of BOA CORP Account (4834).\n\nPurpose: This account tracks liability items specifically related to cc - boa - corp 4834-2335. It is classified under Liability - General in accordance with US-GAAP standards.\n\nTransaction Examples:\n- Recording of cc - boa - corp 4834-2335 transactions\n- Adjustments related to cc - boa - corp 4834-2335\n- Period-end reconciliation and reporting\n\nGAAP Rationale: This account follows US-GAAP classification standards for liability accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.\n\nWhen NOT to Use: Do not use this account for transactions that belong to other liability categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.\n\nCross-References: Related accounts include other liability accounts within the Liability - General classification. Review the complete chart of accounts for proper account selection.\n\nFrequency: This account appears in 2 legacy account(s) across 1 company/companies, indicating high standardization importance."",
  ""examples"": [],
  ""gaap_rationale"": """"
}"
21602,CC - Capital One - 0568,2024-01-01,,D,20000,2,Liability,"{
  ""subcategory"": ""Liability - General"",
  ""normal_balance"": ""Credit"",
  ""cash_flow_classification"": ""Operating Activities"",
  ""cost_center"": ""CC-0000"",
  ""gaap_classification"": ""US-GAAP Liability"",
  ""detailed_description"": ""CC - Capital One - 0568 - This account is used to record transactions related to CC - Capital One - 0568.\n\nPurpose: This account tracks liability items specifically related to cc - capital one - 0568. It is classified under Liability - General in accordance with US-GAAP standards.\n\nTransaction Examples:\n- Recording of cc - capital one - 0568 transactions\n- Adjustments related to cc - capital one - 0568\n- Period-end reconciliation and reporting\n\nGAAP Rationale: This account follows US-GAAP classification standards for liability accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.\n\nWhen NOT to Use: Do not use this account for transactions that belong to other liability categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.\n\nCross-References: Related accounts include other liability accounts within the Liability - General classification. Review the complete chart of accounts for proper account selection.\n\nFrequency: This account appears in 3 legacy account(s) across 2 company/companies, indicating high standardization importance."",
  ""examples"": [],
  ""gaap_rationale"": """"
}"
21780,CC - Chase - 3821,2024-01-01,,D,20000,2,Liability,"{
  ""subcategory"": ""Liability - General"",
  ""normal_balance"": ""Credit"",
  ""cash_flow_classification"": ""Operating Activities"",
  ""cost_center"": ""CC-0000"",
  ""gaap_classification"": ""US-GAAP Liability"",
  ""detailed_description"": ""CC - Chase - 3821 - This account is used to record transactions related to CC - Chase - 3821.\n\nPurpose: This account tracks liability items specifically related to cc - chase - 3821. It is classified under Liability - General in accordance with US-GAAP standards.\n\nTransaction Examples:\n- Recording of cc - chase - 3821 transactions\n- Adjustments related to cc - chase - 3821\n- Period-end reconciliation and reporting\n\nGAAP Rationale: This account follows US-GAAP classification standards for liability accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.\n\nWhen NOT to Use: Do not use this account for transactions that belong to other liability categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.\n\nCross-References: Related accounts include other liability accounts within the Liability - General classification. Review the complete chart of accounts for proper account selection.\n\nFrequency: This account appears in 1 legacy account(s) across 1 company/companies, indicating high standardization importance."",
  ""examples"": [],
  ""gaap_rationale"": """"
}"
21958,CC - Chase - 9671,2024-01-01,,D,20000,2,Liability,"{
  ""subcategory"": ""Liability - General"",
  ""normal_balance"": ""Credit"",
  ""cash_flow_classification"": ""Operating Activities"",
  ""cost_center"": ""CC-0000"",
  ""gaap_classification"": ""US-GAAP Liability"",
  ""detailed_description"": ""CC - Chase - 9671 - This account is used to record ROMAN Rentals.\n\nPurpose: This account tracks liability items specifically related to cc - chase - 9671. It is classified under Liability - General in accordance with US-GAAP standards.\n\nTransaction Examples:\n- Recording of cc - chase - 9671 transactions\n- Adjustments related to cc - chase - 9671\n- Period-end reconciliation and reporting\n\nGAAP Rationale: This account follows US-GAAP classification standards for liability accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.\n\nWhen NOT to Use: Do not use this account for transactions that belong to other liability categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.\n\nCross-References: Related accounts include other liability accounts within the Liability - General classification. Review the complete chart of accounts for proper account selection.\n\nFrequency: This account appears in 2 legacy account(s) across 1 company/companies, indicating high standardization importance."",
  ""examples"": [],
  ""gaap_rationale"": """"
}"
22136,CC - BOA - 0091:CORP Account - 16X9 CORP (0091),2024-01-01,,D,20000,2,Liability,"{
  ""subcategory"": ""Liability - General"",
  ""normal_balance"": ""Credit"",
  ""cash_flow_classification"": ""Operating Activities"",
  ""cost_center"": ""CC-0000"",
  ""gaap_classification"": ""US-GAAP Liability"",
  ""detailed_description"": ""CC - BOA - 0091:CORP Account - 16X9 CORP (0091) - This account is used to record transactions related to CC - BOA - 0091:CORP Account - 16X9 CORP (0091).\n\nPurpose: This account tracks liability items specifically related to cc - boa - 0091:corp account - 16x9 corp (0091). It is classified under Liability - General in accordance with US-GAAP standards.\n\nTransaction Examples:\n- Recording of cc - boa - 0091:corp account - 16x9 corp (0091) transactions\n- Adjustments related to cc - boa - 0091:corp account - 16x9 corp (0091)\n- Period-end reconciliation and reporting\n\nGAAP Rationale: This account follows US-GAAP classification standards for liability accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.\n\nWhen NOT to Use: Do not use this account for transactions that belong to other liability categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.\n\nCross-References: Related accounts include other liability accounts within the Liability - General classification. Review the complete chart of accounts for proper account selection.\n\nFrequency: This account appears in 5 legacy account(s) across 5 company/companies, indicating high standardization importance."",
  ""examples"": [],
  ""gaap_rationale"": """"
}"
22314,CC - Chase - 9689,2024-01-01,,D,20000,2,Liability,"{
  ""subcategory"": ""Liability - General"",
  ""normal_balance"": ""Credit"",
  ""cash_flow_classification"": ""Operating Activities"",
  ""cost_center"": ""CC-0000"",
  ""gaap_classification"": ""US-GAAP Liability"",
  ""detailed_description"": ""CC - Chase - 9689 - This account is used to record transactions related to CC - Chase - 9689.\n\nPurpose: This account tracks liability items specifically related to cc - chase - 9689. It is classified under Liability - General in accordance with US-GAAP standards.\n\nTransaction Examples:\n- Recording of cc - chase - 9689 transactions\n- Adjustments related to cc - chase - 9689\n- Period-end reconciliation and reporting\n\nGAAP Rationale: This account follows US-GAAP classification standards for liability accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.\n\nWhen NOT to Use: Do not use this account for transactions that belong to other liability categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.\n\nCross-References: Related accounts include other liability accounts within the Liability - General classification. Review the complete chart of accounts for proper account selection.\n\nFrequency: This account appears in 1 legacy account(s) across 1 company/companies, indicating high standardization importance."",
  ""examples"": [],
  ""gaap_rationale"": """"
}"
22492,CC - Citi - MD Personal - Balance Xfer,2024-01-01,,D,20000,2,Liability,"{
  ""subcategory"": ""Liability - General"",
  ""normal_balance"": ""Credit"",
  ""cash_flow_classification"": ""Operating Activities"",
  ""cost_center"": ""CC-0000"",
  ""gaap_classification"": ""US-GAAP Liability"",
  ""detailed_description"": ""CC - Citi - MD Personal - Balance Xfer - This account is used to record transactions related to CC - Citi - MD Personal - Balance Xfer.\n\nPurpose: This account tracks liability items specifically related to cc - citi - md personal - balance xfer. It is classified under Liability - General in accordance with US-GAAP standards.\n\nTransaction Examples:\n- Recording of cc - citi - md personal - balance xfer transactions\n- Adjustments related to cc - citi - md personal - balance xfer\n- Period-end reconciliation and reporting\n\nGAAP Rationale: This account follows US-GAAP classification standards for liability accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.\n\nWhen NOT to Use: Do not use this account for transactions that belong to other liability categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.\n\nCross-References: Related accounts include other liability accounts within the Liability - General classification. Review the complete chart of accounts for proper account selection.\n\nFrequency: This account appears in 1 legacy account(s) across 1 company/companies, indicating high standardization importance."",
  ""examples"": [],
  ""gaap_rationale"": """"
}"
22670,CC - ROMAN - Chase - 3043,2024-01-01,,D,20000,2,Liability,"{
  ""subcategory"": ""Liability - General"",
  ""normal_balance"": ""Credit"",
  ""cash_flow_classification"": ""Operating Activities"",
  ""cost_center"": ""CC-0000"",
  ""gaap_classification"": ""US-GAAP Liability"",
  ""detailed_description"": ""CC - ROMAN - Chase - 3043 - This account is used to record Expense account for ROMAN Portfolio properties.\n\nPurpose: This account tracks liability items specifically related to cc - roman - chase - 3043. It is classified under Liability - General in accordance with US-GAAP standards.\n\nTransaction Examples:\n- Recording of cc - roman - chase - 3043 transactions\n- Adjustments related to cc - roman - chase - 3043\n- Period-end reconciliation and reporting\n\nGAAP Rationale: This account follows US-GAAP classification standards for liability accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.\n\nWhen NOT to Use: Do not use this account for transactions that belong to other liability categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.\n\nCross-References: Related accounts include other liability accounts within the Liability - General classification. Review the complete chart of accounts for proper account selection.\n\nFrequency: This account appears in 1 legacy account(s) across 1 company/companies, indicating high standardization importance."",
  ""examples"": [],
  ""gaap_rationale"": """"
}"
22848,Wells Fargo - BILT Credit Card,2024-01-01,,D,20000,2,Liability,"{
  ""subcategory"": ""Current Liability - Credit Cards"",
  ""normal_balance"": ""Credit"",
  ""cash_flow_classification"": ""Operating Activities"",
  ""cost_center"": ""CC-0000"",
  ""gaap_classification"": ""US-GAAP Liability"",
  ""detailed_description"": ""Wells Fargo - BILT Credit Card - This account is used to record transactions related to Wells Fargo - BILT Credit Card.\n\nPurpose: This account tracks liability items specifically related to wells fargo - bilt credit card. It is classified under Current Liability - Credit Cards in accordance with US-GAAP standards.\n\nTransaction Examples:\n- Recording of wells fargo - bilt credit card transactions\n- Adjustments related to wells fargo - bilt credit card\n- Period-end reconciliation and reporting\n\nGAAP Rationale: This account follows US-GAAP classification standards for liability accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.\n\nWhen NOT to Use: Do not use this account for transactions that belong to other liability categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.\n\nCross-References: Related accounts include other liability accounts within the Current Liability - Credit Cards classification. Review the complete chart of accounts for proper account selection.\n\nFrequency: This account appears in 1 legacy account(s) across 1 company/companies, indicating high standardization importance."",
  ""examples"": [],
  ""gaap_rationale"": """"
}"
23026,Mortgage Loans,2024-01-01,,D,20000,2,Liability,"{
  ""subcategory"": ""Long-term Liability - Loans Payable"",
  ""normal_balance"": ""Credit"",
  ""cash_flow_classification"": ""Investing Activities"",
  ""cost_center"": ""CC-0000"",
  ""gaap_classification"": ""US-GAAP Liability"",
  ""detailed_description"": ""Mortgage Loans - This account is used to record House @ 15 W 14th St, Lehigh Acres, FL 33972.\n\nPurpose: This account tracks liability items specifically related to mortgage loans. It is classified under Long-term Liability - Loans Payable in accordance with US-GAAP standards.\n\nTransaction Examples:\n- Recording of mortgage loans transactions\n- Adjustments related to mortgage loans\n- Period-end reconciliation and reporting\n\nGAAP Rationale: This account follows US-GAAP classification standards for liability accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.\n\nWhen NOT to Use: Do not use this account for transactions that belong to other liability categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.\n\nCross-References: Related accounts include other liability accounts within the Long-term Liability - Loans Payable classification. Review the complete chart of accounts for proper account selection.\n\nFrequency: This account appears in 8 legacy account(s) across 1 company/companies, indicating high standardization importance."",
  ""examples"": [],
  ""gaap_rationale"": """"
}"
23204,Mortgage Loans:Mortgage 1025-1027 Jaguar Blvd,2024-01-01,,D,20000,2,Liability,"{
  ""subcategory"": ""Long-term Liability - Loans Payable"",
  ""normal_balance"": ""Credit"",
  ""cash_flow_classification"": ""Investing Activities"",
  ""cost_center"": ""CC-0000"",
  ""gaap_classification"": ""US-GAAP Liability"",
  ""detailed_description"": ""Mortgage Loans:Mortgage 1025-1027 Jaguar Blvd - This account is used to record Duplex @ 1025-1027 Jaguar Blvd, Lehigh Acres, FL 33974.\n\nPurpose: This account tracks liability items specifically related to mortgage loans:mortgage 1025-1027 jaguar blvd. It is classified under Long-term Liability - Loans Payable in accordance with US-GAAP standards.\n\nTransaction Examples:\n- Recording of mortgage loans:mortgage 1025-1027 jaguar blvd transactions\n- Adjustments related to mortgage loans:mortgage 1025-1027 jaguar blvd\n- Period-end reconciliation and reporting\n\nGAAP Rationale: This account follows US-GAAP classification standards for liability accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.\n\nWhen NOT to Use: Do not use this account for transactions that belong to other liability categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.\n\nCross-References: Related accounts include other liability accounts within the Long-term Liability - Loans Payable classification. Review the complete chart of accounts for proper account selection.\n\nFrequency: This account appears in 4 legacy account(s) across 1 company/companies, indicating high standardization importance."",
  ""examples"": [],
  ""gaap_rationale"": """"
}"
23382,Mortgage Loans:Mortgage 12534 Griffing Blvd,2024-01-01,,D,20000,2,Liability,"{
  ""subcategory"": ""Long-term Liability - Loans Payable"",
  ""normal_balance"": ""Credit"",
  ""cash_flow_classification"": ""Investing Activities"",
  ""cost_center"": ""CC-0000"",
  ""gaap_classification"": ""US-GAAP Liability"",
  ""detailed_description"": ""Mortgage Loans:Mortgage 12534 Griffing Blvd - This account is used to record transactions related to Mortgage Loans:Mortgage 12534 Griffing Blvd.\n\nPurpose: This account tracks liability items specifically related to mortgage loans:mortgage 12534 griffing blvd. It is classified under Long-term Liability - Loans Payable in accordance with US-GAAP standards.\n\nTransaction Examples:\n- Recording of mortgage loans:mortgage 12534 griffing blvd transactions\n- Adjustments related to mortgage loans:mortgage 12534 griffing blvd\n- Period-end reconciliation and reporting\n\nGAAP Rationale: This account follows US-GAAP classification standards for liability accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.\n\nWhen NOT to Use: Do not use this account for transactions that belong to other liability categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.\n\nCross-References: Related accounts include other liability accounts within the Long-term Liability - Loans Payable classification. Review the complete chart of accounts for proper account selection.\n\nFrequency: This account appears in 1 legacy account(s) across 1 company/companies, indicating high standardization importance."",
  ""examples"": [],
  ""gaap_rationale"": """"
}"
23560,Mortgage Loans:Mortgage 16910-16922 Carmen Ave,2024-01-01,,D,20000,2,Liability,"{
  ""subcategory"": ""Long-term Liability - Loans Payable"",
  ""normal_balance"": ""Credit"",
  ""cash_flow_classification"": ""Investing Activities"",
  ""cost_center"": ""CC-0000"",
  ""gaap_classification"": ""US-GAAP Liability"",
  ""detailed_description"": ""Mortgage Loans:Mortgage 16910-16922 Carmen Ave - This account is used to record Fourplex @ 16910 Carmen Ave, Fort Myers, FL 33908.\n\nPurpose: This account tracks liability items specifically related to mortgage loans:mortgage 16910-16922 carmen ave. It is classified under Long-term Liability - Loans Payable in accordance with US-GAAP standards.\n\nTransaction Examples:\n- Recording of mortgage loans:mortgage 16910-16922 carmen ave transactions\n- Adjustments related to mortgage loans:mortgage 16910-16922 carmen ave\n- Period-end reconciliation and reporting\n\nGAAP Rationale: This account follows US-GAAP classification standards for liability accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.\n\nWhen NOT to Use: Do not use this account for transactions that belong to other liability categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.\n\nCross-References: Related accounts include other liability accounts within the Long-term Liability - Loans Payable classification. Review the complete chart of accounts for proper account selection.\n\nFrequency: This account appears in 1 legacy account(s) across 1 company/companies, indicating high standardization importance."",
  ""examples"": [],
  ""gaap_rationale"": """"
}"
23738,Other Loan Payable,2024-01-01,,D,20000,2,Liability,"{
  ""subcategory"": ""Current Liability - Accounts Payable"",
  ""normal_balance"": ""Credit"",
  ""cash_flow_classification"": ""Operating Activities"",
  ""cost_center"": ""CC-0000"",
  ""gaap_classification"": ""US-GAAP Liability"",
  ""detailed_description"": ""Other Loan Payable - This account is used to record transactions related to Other Loan Payable.\n\nPurpose: This account tracks liability items specifically related to other loan payable. It is classified under Current Liability - Accounts Payable in accordance with US-GAAP standards.\n\nTransaction Examples:\n- Recording of other loan payable transactions\n- Adjustments related to other loan payable\n- Period-end reconciliation and reporting\n\nGAAP Rationale: This account follows US-GAAP classification standards for liability accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.\n\nWhen NOT to Use: Do not use this account for transactions that belong to other liability categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.\n\nCross-References: Related accounts include other liability accounts within the Current Liability - Accounts Payable classification. Review the complete chart of accounts for proper account selection.\n\nFrequency: This account appears in 1 legacy account(s) across 1 company/companies, indicating high standardization importance."",
  ""examples"": [],
  ""gaap_rationale"": """"
}"
23916,Rent Payable,2024-01-01,,D,20000,2,Liability,"{
  ""subcategory"": ""Current Liability - Accounts Payable"",
  ""normal_balance"": ""Credit"",
  ""cash_flow_classification"": ""Operating Activities"",
  ""cost_center"": ""CC-0000"",
  ""gaap_classification"": ""US-GAAP Liability"",
  ""detailed_description"": ""Rent Payable - This account is used to record transactions related to Rent Payable.\n\nPurpose: This account tracks liability items specifically related to rent payable. It is classified under Current Liability - Accounts Payable in accordance with US-GAAP standards.\n\nTransaction Examples:\n- Recording of rent payable transactions\n- Adjustments related to rent payable\n- Period-end reconciliation and reporting\n\nGAAP Rationale: This account follows US-GAAP classification standards for liability accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.\n\nWhen NOT to Use: Do not use this account for transactions that belong to other liability categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.\n\nCross-References: Related accounts include other liability accounts within the Current Liability - Accounts Payable classification. Review the complete chart of accounts for proper account selection.\n\nFrequency: This account appears in 3 legacy account(s) across 1 company/companies, indicating high standardization importance."",
  ""examples"": [],
  ""gaap_rationale"": """"
}"
24094,CC - Chase - 4681,2024-01-01,,D,20000,2,Liability,"{
  ""subcategory"": ""Liability - General"",
  ""normal_balance"": ""Credit"",
  ""cash_flow_classification"": ""Operating Activities"",
  ""cost_center"": ""CC-0000"",
  ""gaap_classification"": ""US-GAAP Liability"",
  ""detailed_description"": ""CC - Chase - 4681 - This account is used to record transactions related to CC - Chase - 4681.\n\nPurpose: This account tracks liability items specifically related to cc - chase - 4681. It is classified under Liability - General in accordance with US-GAAP standards.\n\nTransaction Examples:\n- Recording of cc - chase - 4681 transactions\n- Adjustments related to cc - chase - 4681\n- Period-end reconciliation and reporting\n\nGAAP Rationale: This account follows US-GAAP classification standards for liability accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.\n\nWhen NOT to Use: Do not use this account for transactions that belong to other liability categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.\n\nCross-References: Related accounts include other liability accounts within the Liability - General classification. Review the complete chart of accounts for proper account selection.\n\nFrequency: This account appears in 1 legacy account(s) across 1 company/companies, indicating high standardization importance."",
  ""examples"": [],
  ""gaap_rationale"": """"
}"
24272,Mortgage Payments,2024-01-01,,D,20000,2,Liability,"{
  ""subcategory"": ""Long-term Liability - Mortgage Payable"",
  ""normal_balance"": ""Credit"",
  ""cash_flow_classification"": ""Investing Activities"",
  ""cost_center"": ""CC-0000"",
  ""gaap_classification"": ""US-GAAP Liability"",
  ""detailed_description"": ""Mortgage Payments - This account is used to record transactions related to Mortgage Payments.\n\nPurpose: This account tracks liability items specifically related to mortgage payments. It is classified under Long-term Liability - Mortgage Payable in accordance with US-GAAP standards.\n\nTransaction Examples:\n- Recording of mortgage payments transactions\n- Adjustments related to mortgage payments\n- Period-end reconciliation and reporting\n\nGAAP Rationale: This account follows US-GAAP classification standards for liability accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.\n\nWhen NOT to Use: Do not use this account for transactions that belong to other liability categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.\n\nCross-References: Related accounts include other liability accounts within the Long-term Liability - Mortgage Payable classification. Review the complete chart of accounts for proper account selection.\n\nFrequency: This account appears in 1 legacy account(s) across 1 company/companies, indicating high standardization importance."",
  ""examples"": [],
  ""gaap_rationale"": """"
}"
24450,BOA Corp Parent 0105,2024-01-01,,D,20000,2,Liability,"{
  ""subcategory"": ""Liability - General"",
  ""normal_balance"": ""Credit"",
  ""cash_flow_classification"": ""Operating Activities"",
  ""cost_center"": ""CC-0000"",
  ""gaap_classification"": ""US-GAAP Liability"",
  ""detailed_description"": ""BOA Corp Parent 0105 - This account is used to record transactions related to BOA Corp Parent 0105.\n\nPurpose: This account tracks liability items specifically related to boa corp parent 0105. It is classified under Liability - General in accordance with US-GAAP standards.\n\nTransaction Examples:\n- Recording of boa corp parent 0105 transactions\n- Adjustments related to boa corp parent 0105\n- Period-end reconciliation and reporting\n\nGAAP Rationale: This account follows US-GAAP classification standards for liability accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.\n\nWhen NOT to Use: Do not use this account for transactions that belong to other liability categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.\n\nCross-References: Related accounts include other liability accounts within the Liability - General classification. Review the complete chart of accounts for proper account selection.\n\nFrequency: This account appears in 1 legacy account(s) across 1 company/companies, indicating high standardization importance."",
  ""examples"": [],
  ""gaap_rationale"": """"
}"
24628,Chase - Ennovation Business Ink CC - (8274),2024-01-01,,D,20000,2,Liability,"{
  ""subcategory"": ""Liability - General"",
  ""normal_balance"": ""Credit"",
  ""cash_flow_classification"": ""Operating Activities"",
  ""cost_center"": ""CC-0000"",
  ""gaap_classification"": ""US-GAAP Liability"",
  ""detailed_description"": ""Chase - Ennovation Business Ink CC - (8274) - This account is used to record transactions related to Chase - Ennovation Business Ink CC - (8274).\n\nPurpose: This account tracks liability items specifically related to chase - ennovation business ink cc - (8274). It is classified under Liability - General in accordance with US-GAAP standards.\n\nTransaction Examples:\n- Recording of chase - ennovation business ink cc - (8274) transactions\n- Adjustments related to chase - ennovation business ink cc - (8274)\n- Period-end reconciliation and reporting\n\nGAAP Rationale: This account follows US-GAAP classification standards for liability accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.\n\nWhen NOT to Use: Do not use this account for transactions that belong to other liability categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.\n\nCross-References: Related accounts include other liability accounts within the Liability - General classification. Review the complete chart of accounts for proper account selection.\n\nFrequency: This account appears in 1 legacy account(s) across 1 company/companies, indicating high standardization importance."",
  ""examples"": [],
  ""gaap_rationale"": """"
}"
24806,Credit Card - 3684 - 2,2024-01-01,,D,20000,2,Liability,"{
  ""subcategory"": ""Current Liability - Credit Cards"",
  ""normal_balance"": ""Credit"",
  ""cash_flow_classification"": ""Operating Activities"",
  ""cost_center"": ""CC-0000"",
  ""gaap_classification"": ""US-GAAP Liability"",
  ""detailed_description"": ""Credit Card - 3684 - 2 - This account is used to record transactions related to Credit Card - 3684 - 2.\n\nPurpose: This account tracks liability items specifically related to credit card - 3684 - 2. It is classified under Current Liability - Credit Cards in accordance with US-GAAP standards.\n\nTransaction Examples:\n- Recording of credit card - 3684 - 2 transactions\n- Adjustments related to credit card - 3684 - 2\n- Period-end reconciliation and reporting\n\nGAAP Rationale: This account follows US-GAAP classification standards for liability accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.\n\nWhen NOT to Use: Do not use this account for transactions that belong to other liability categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.\n\nCross-References: Related accounts include other liability accounts within the Current Liability - Credit Cards classification. Review the complete chart of accounts for proper account selection.\n\nFrequency: This account appears in 1 legacy account(s) across 1 company/companies, indicating high standardization importance."",
  ""examples"": [],
  ""gaap_rationale"": """"
}"
24984,Loan Payment to Others,2024-01-01,,D,20000,2,Liability,"{
  ""subcategory"": ""Long-term Liability - Loans Payable"",
  ""normal_balance"": ""Credit"",
  ""cash_flow_classification"": ""Investing Activities"",
  ""cost_center"": ""CC-0000"",
  ""gaap_classification"": ""US-GAAP Liability"",
  ""detailed_description"": ""Loan Payment to Others - This account is used to record transactions related to Loan Payment to Others.\n\nPurpose: This account tracks liability items specifically related to loan payment to others. It is classified under Long-term Liability - Loans Payable in accordance with US-GAAP standards.\n\nTransaction Examples:\n- Recording of loan payment to others transactions\n- Adjustments related to loan payment to others\n- Period-end reconciliation and reporting\n\nGAAP Rationale: This account follows US-GAAP classification standards for liability accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.\n\nWhen NOT to Use: Do not use this account for transactions that belong to other liability categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.\n\nCross-References: Related accounts include other liability accounts within the Long-term Liability - Loans Payable classification. Review the complete chart of accounts for proper account selection.\n\nFrequency: This account appears in 1 legacy account(s) across 1 company/companies, indicating high standardization importance."",
  ""examples"": [],
  ""gaap_rationale"": """"
}"
25162,Loan from Others,2024-01-01,,D,20000,2,Liability,"{
  ""subcategory"": ""Long-term Liability - Loans Payable"",
  ""normal_balance"": ""Credit"",
  ""cash_flow_classification"": ""Investing Activities"",
  ""cost_center"": ""CC-0000"",
  ""gaap_classification"": ""US-GAAP Liability"",
  ""detailed_description"": ""Loan from Others - This account is used to record transactions related to Loan from Others.\n\nPurpose: This account tracks liability items specifically related to loan from others. It is classified under Long-term Liability - Loans Payable in accordance with US-GAAP standards.\n\nTransaction Examples:\n- Recording of loan from others transactions\n- Adjustments related to loan from others\n- Period-end reconciliation and reporting\n\nGAAP Rationale: This account follows US-GAAP classification standards for liability accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.\n\nWhen NOT to Use: Do not use this account for transactions that belong to other liability categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.\n\nCross-References: Related accounts include other liability accounts within the Long-term Liability - Loans Payable classification. Review the complete chart of accounts for proper account selection.\n\nFrequency: This account appears in 1 legacy account(s) across 1 company/companies, indicating high standardization importance."",
  ""examples"": [],
  ""gaap_rationale"": """"
}"
25340,CC - BOA - (1654) Parent,2024-01-01,,D,20000,2,Liability,"{
  ""subcategory"": ""Liability - General"",
  ""normal_balance"": ""Credit"",
  ""cash_flow_classification"": ""Operating Activities"",
  ""cost_center"": ""CC-0000"",
  ""gaap_classification"": ""US-GAAP Liability"",
  ""detailed_description"": ""CC - BOA - (1654) Parent - This account is used to record transactions related to CC - BOA - (1654) Parent.\n\nPurpose: This account tracks liability items specifically related to cc - boa - (1654) parent. It is classified under Liability - General in accordance with US-GAAP standards.\n\nTransaction Examples:\n- Recording of cc - boa - (1654) parent transactions\n- Adjustments related to cc - boa - (1654) parent\n- Period-end reconciliation and reporting\n\nGAAP Rationale: This account follows US-GAAP classification standards for liability accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.\n\nWhen NOT to Use: Do not use this account for transactions that belong to other liability categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.\n\nCross-References: Related accounts include other liability accounts within the Liability - General classification. Review the complete chart of accounts for proper account selection.\n\nFrequency: This account appears in 3 legacy account(s) across 2 company/companies, indicating high standardization importance."",
  ""examples"": [],
  ""gaap_rationale"": """"
}"
